id,y,e,L,V,c
dolmanp_c,0.0,0.0,0.0,0.0,0.0
decdp_c,0.0,0.0,0.0,0.0,0.0
nm4masn_g,0.0,0.0,0.0,0.0,0.0
gdpfuc_g,0.0,0.0,0.0,0.0,0.0
fnm4masn_g,0.0,0.0,0.0,0.0,0.0
gdp_g,0.0,0.0,0.0,0.0,0.0
nm2masn_g,0.0,0.0,0.0,0.0,0.0
fnm2masn_g,0.0,0.0,0.0,0.0,0.0
fn3m2masn_g,0.0,0.0,0.0,0.0,0.0
fn4m2masn_g,0.0,0.0,0.0,0.0,0.0
n3rm2masn_g,0.0,0.0,0.0,0.0,0.0
fn3rm2masn_g,0.0,0.0,0.0,0.0,0.0
m2mpdol_c,0.0,0.0,0.0,0.0,0.0
m3mpdol_c,0.0,0.0,0.0,0.0,0.0
m4mpdol_c,0.0,0.0,0.0,0.0,0.0
m1mpdol_c,0.0,0.0,0.0,0.0,0.0
ndl4fn4m2masn_g,0.0,0.0,0.0,0.0,0.0
lndl4fn4m2masn_g,0.0,0.0,0.0,0.0,0.0
ndl4n4m2masn_g,0.0,0.0,0.0,0.0,0.0
lndl4n4m2masn_g,0.0,0.0,0.0,0.0,0.0
ncl4fn4m2masn_g,0.0,0.0,0.0,0.0,0.0
lncl4fn4m2masn_g,0.0,0.0,0.0,0.0,0.0
ncl4n4m2masn_g,0.0,0.0,0.0,0.0,0.0
lncl4n4m2masn_g,0.0,0.0,0.0,0.0,0.0
nbl4fn4m2masn_g,0.0,0.0,0.0,0.0,0.0
lnbl4fn4m2masn_g,0.0,0.0,0.0,0.0,0.0
nbl4n4m2masn_g,0.0,0.0,0.0,0.0,0.0
lnbl4n4m2masn_g,0.0,0.0,0.0,0.0,0.0
n2cdl4fn4m2masn_g,0.0,0.0,0.0,0.0,0.0
l2n2cdl4fn4m2masn_g,0.0,0.0,0.0,0.0,0.0
n2cdl4n4m2masn_g,0.0,0.0,0.0,0.0,0.0
l2n2cdl4n4m2masn_g,0.0,0.0,0.0,0.0,0.0
n2bdl4fn4m2masn_g,0.0,0.0,0.0,0.0,0.0
l2n2bdl4fn4m2masn_g,0.0,0.0,0.0,0.0,0.0
n2bdl4n4m2masn_g,0.0,0.0,0.0,0.0,0.0
l2n2bdl4n4m2masn_g,0.0,0.0,0.0,0.0,0.0
l2n2m2masn_g,0.0,0.0,0.0,0.0,0.0
n3l4fn4m2masn_g,0.0,0.0,0.0,0.0,0.0
l3n3l4fn4m2masn_g,0.0,0.0,0.0,0.0,0.0
n3l4n4m2masn_g,0.0,0.0,0.0,0.0,0.0
l3n3l4n4m2masn_g,0.0,0.0,0.0,0.0,0.0
l3n3m2masn_g,0.0,0.0,0.0,0.0,0.0
l3n3rm2masn_g,0.0,0.0,0.0,0.0,0.0
l3fn3m2masn_g,0.0,0.0,0.0,0.0,0.0
l3fn3rm2masn_g,0.0,0.0,0.0,0.0,0.0
l4fn4m2masn_g,0.0,0.0,0.0,0.0,0.0
nl3n3m2masn_g,0.0,0.0,0.0,0.0,0.0
lnl3n3m2masn_g,0.0,0.0,0.0,0.0,0.0
l4n4m2masn_g,0.0,0.0,0.0,0.0,0.0
nl3fn3m2masn_g,0.0,0.0,0.0,0.0,0.0
lnl3fn3m2masn_g,0.0,0.0,0.0,0.0,0.0
naglc2p_c,0.0,0.0,0.0,0.0,0.0
uacgam_c,0.0,0.0,0.0,0.0,0.0
udp_c,0.0,0.0,0.0,0.0,0.0
man_g,0.0,0.0,0.0,0.0,0.0
fn2m2masn_g,0.0,0.0,0.0,0.0,0.0
s3lnl3fn3m2masn_g,0.0,0.0,0.0,0.0,0.0
s4lndl4fn4m2masn_g,0.0,0.0,0.0,0.0,0.0
s4lndl4n4m2masn_g,0.0,0.0,0.0,0.0,0.0
s4lncl4fn4m2masn_g,0.0,0.0,0.0,0.0,0.0
s4lncl4n4m2masn_g,0.0,0.0,0.0,0.0,0.0
s4lnbl4fn4m2masn_g,0.0,0.0,0.0,0.0,0.0
s4lnbl4n4m2masn_g,0.0,0.0,0.0,0.0,0.0
s4l2n2cdl4fn4m2masn_g,0.0,0.0,0.0,0.0,0.0
s4l2n2cdl4n4m2masn_g,0.0,0.0,0.0,0.0,0.0
s4l2n2bdl4fn4m2masn_g,0.0,0.0,0.0,0.0,0.0
s4l2n2bdl4n4m2masn_g,0.0,0.0,0.0,0.0,0.0
s4l3n3l4fn4m2masn_g,0.0,0.0,0.0,0.0,0.0
s4l3n3l4n4m2masn_g,0.0,0.0,0.0,0.0,0.0
s2l2n2m2masn_g,0.0,0.0,0.0,0.0,0.0
s3l3n3m2masn_g,0.0,0.0,0.0,0.0,0.0
s3l3n3rm2masn_g,0.0,0.0,0.0,0.0,0.0
s3l3fn3m2masn_g,0.0,0.0,0.0,0.0,0.0
s3l3fn3rm2masn_g,0.0,0.0,0.0,0.0,0.0
s4l4fn4m2masn_g,0.0,0.0,0.0,0.0,0.0
s3lnl3n3m2masn_g,0.0,0.0,0.0,0.0,0.0
s4l4n4m2masn_g,0.0,0.0,0.0,0.0,0.0
dnad_c,0.0,0.0,0.0,0.0,0.0
nicrnt_c,0.0,0.0,0.0,0.0,0.0
prpp_c,0.0,0.0,0.0,0.0,0.0
nac_c,0.0,0.0,0.0,0.0,0.0
nmn_c,0.0,0.0,0.0,0.0,0.0
ncam_c,0.0,0.0,0.0,0.0,0.0
nmn_n,0.0,0.0,0.0,0.0,0.0
ppi_n,0.0,0.0,0.0,0.0,0.0
r1p_c,0.0,0.0,0.0,0.0,0.0
rnam_c,0.0,0.0,0.0,0.0,0.0
acgpail_cho_c,0.0,0.0,0.0,0.0,0.0
gpail_cho_c,0.0,0.0,0.0,0.0,0.0
gacpail_cho_c,0.0,0.0,0.0,0.0,0.0
em2emgacpail_prot_cho_r,0.0,0.0,0.0,0.0,0.0
hdca_r,0.0,0.0,0.0,0.0,0.0
gpi_prot_cho_r,0.0,0.0,0.0,0.0,0.0
pe_cho_r,0.0,0.0,0.0,0.0,0.0
dag_cho_r,0.0,0.0,0.0,0.0,0.0
em3gacpail_cho_r,0.0,0.0,0.0,0.0,0.0
emem2gacpail_cho_r,0.0,0.0,0.0,0.0,0.0
pre_prot_r,0.0,0.0,0.0,0.0,0.0
gpi_sig_r,0.0,0.0,0.0,0.0,0.0
pail3p_cho_c,0.0,0.0,0.0,0.0,0.0
pail_cho_c,0.018176901,0.0,0.0,0.0,0.0
pail35p_cho_r,0.0,0.0,0.0,0.0,0.0
adp_r,0.0,0.0,0.0,0.0,0.0
pail345p_cho_r,0.0,0.0,0.0,0.0,0.0
pail5p_cho_m,0.0,0.0,0.0,0.0,0.0
adp_m,0.0,0.0,0.0,0.0,0.0
pail45p_cho_m,0.0,0.0,0.0,0.0,0.0
pail5p_cho_r,0.0,0.0,0.0,0.0,0.0
atp_n,0.0,0.0,0.0,0.0,0.0
pail5p_cho_n,0.0,0.0,0.0,0.0,0.0
adp_n,0.0,0.0,0.0,0.0,0.0
pail35p_cho_n,0.0,0.0,0.0,0.0,0.0
pa_cho_c,0.001719437,0.0,0.0,0.0,0.0
pa_cho_g,0.0,0.0,0.0,0.0,0.0
pail_cho_r,0.0,0.0,0.0,0.0,0.0
pa_cho_r,0.0,0.0,0.0,0.0,0.0
datp_m,0.0,0.0,0.0,0.0,0.0
dtdp_m,0.0,0.0,0.0,0.0,0.0
dadp_m,0.0,0.0,0.0,0.0,0.0
dttp_m,0.0,0.0,0.0,0.0,0.0
dtdp_n,0.0,0.0,0.0,0.0,0.0
datp_n,0.0,0.0,0.0,0.0,0.0
dadp_n,0.0,0.0,0.0,0.0,0.0
dttp_n,0.0,0.0,0.0,0.0,0.0
utp_n,0.0,0.0,0.0,0.0,0.0
dutp_n,0.0,0.0,0.0,0.0,0.0
duri_m,0.0,0.0,0.0,0.0,0.0
dgtp_m,0.0,0.0,0.0,0.0,0.0
dgdp_m,0.0,0.0,0.0,0.0,0.0
dump_m,0.0,0.0,0.0,0.0,0.0
dtdp_c,0.0,0.0,0.0,0.0,0.0
pep_c,0.0,0.0,0.0,0.0,0.0
dttp_c,0.035778189,0.0,0.0,0.0,0.0
ump_c,0.0,0.0,0.0,0.0,0.0
o2s_c,0.0,0.0,0.0,0.0,0.0
o2s_n,0.0,0.0,0.0,0.0,0.0
o2s_x,0.0,0.0,0.0,0.0,0.0
galgluside_cho_c,0.0,0.0,0.0,0.0,0.0
crm_cho_l,0.0,0.0,0.0,0.0,0.0
Rtotal_l,0.0,0.0,0.0,0.0,0.0
sphings_l,0.0,0.0,0.0,0.0,0.0
gm2a_cho_g,0.0,0.0,0.0,0.0,0.0
gm1a_cho_g,0.0,0.0,0.0,0.0,0.0
dhcrm_cho_c,0.0,0.0,0.0,0.0,0.0
crm_cho_c,0.0,0.0,0.0,0.0,0.0
fad_c,0.0,0.0,0.0,0.0,0.0
fadh2_c,0.0,0.0,0.0,0.0,0.0
sphgn_c,0.0,0.0,0.0,0.0,0.0
galside_cho_l,0.0,0.0,0.0,0.0,0.0
oagd3_cho_c,0.0,0.0,0.0,0.0,0.0
oagt3_cho_c,0.0,0.0,0.0,0.0,0.0
gluside_cho_c,0.0,0.0,0.0,0.0,0.0
gluside_cho_l,0.0,0.0,0.0,0.0,0.0
sph1p_r,0.0,0.0,0.0,0.0,0.0
pi_r,0.0,0.0,0.0,0.0,0.0
sphgn_r,0.0,0.0,0.0,0.0,0.0
sphs1p_r,0.0,0.0,0.0,0.0,0.0
sphings_r,0.0,0.0,0.0,0.0,0.0
3dsphgn_c,0.0,0.0,0.0,0.0,0.0
acngalgbside_cho_g,0.0,0.0,0.0,0.0,0.0
sph1p_c,0.0,0.0,0.0,0.0,0.0
crm_cho_g,0.0,0.0,0.0,0.0,0.0
sphmyln_cho_l,0.0,0.0,0.0,0.0,0.0
cholp_l,0.0,0.0,0.0,0.0,0.0
h_l,0.0,0.0,0.0,0.0,0.0
spc_cho_c,0.0,0.0,0.0,0.0,0.0
sphings_c,0.0,0.0,0.0,0.0,0.0
cholp_c,0.0,0.0,0.0,0.0,0.0
sphmyln_cho_c,0.02137014,0.0,0.0,0.0,0.0
pchol_cho_c,0.130185913,0.0,0.0,0.0,0.0
dag_cho_c,0.0,0.0,0.0,0.0,0.0
sphs1p_c,0.0,0.0,0.0,0.0,0.0
Rtotal_c,0.0,0.0,0.0,0.0,0.0
ga1_cho_g,0.0,0.0,0.0,0.0,0.0
gm1b_cho_g,0.0,0.0,0.0,0.0,0.0
gm1_cho_g,0.0,0.0,0.0,0.0,0.0
gd1a_cho_g,0.0,0.0,0.0,0.0,0.0
gd1b_cho_g,0.0,0.0,0.0,0.0,0.0
gt1b_cho_g,0.0,0.0,0.0,0.0,0.0
acn13acngalgbside_cho_g,0.0,0.0,0.0,0.0,0.0
acn23acngalgbside_cho_g,0.0,0.0,0.0,0.0,0.0
ga2_cho_g,0.0,0.0,0.0,0.0,0.0
gd1b2_cho_g,0.0,0.0,0.0,0.0,0.0
gq1balpha_cho_g,0.0,0.0,0.0,0.0,0.0
gt1c_cho_g,0.0,0.0,0.0,0.0,0.0
crm_cho_r,0.0,0.0,0.0,0.0,0.0
udpg_r,0.0,0.0,0.0,0.0,0.0
gluside_cho_r,0.0,0.0,0.0,0.0,0.0
5dpmev_c,0.0,0.0,0.0,0.0,0.0
mev_R_c,0.0,0.0,0.0,0.0,0.0
5pmev_c,0.0,0.0,0.0,0.0,0.0
5adtststerone_c,0.0,0.0,0.0,0.0,0.0
dhea_c,0.0,0.0,0.0,0.0,0.0
estrone_c,0.0,0.0,0.0,0.0,0.0
andrstndn_r,0.0,0.0,0.0,0.0,0.0
tststerone_r,0.0,0.0,0.0,0.0,0.0
estrone_r,0.0,0.0,0.0,0.0,0.0
estradiol_r,0.0,0.0,0.0,0.0,0.0
prgnlone_c,0.0,0.0,0.0,0.0,0.0
prgnlone_r,0.0,0.0,0.0,0.0,0.0
dhea_r,0.0,0.0,0.0,0.0,0.0
4mptnl_m,0.0,0.0,0.0,0.0,0.0
prgnlone_m,0.0,0.0,0.0,0.0,0.0
11docrtstrn_m,0.0,0.0,0.0,0.0,0.0
crtstrn_m,0.0,0.0,0.0,0.0,0.0
11docrtsl_m,0.0,0.0,0.0,0.0,0.0
crtsl_m,0.0,0.0,0.0,0.0,0.0
aldstrn_m,0.0,0.0,0.0,0.0,0.0
prgnlones_c,0.0,0.0,0.0,0.0,0.0
ac_m,0.0,0.0,0.0,0.0,0.0
tststerone_c,0.0,0.0,0.0,0.0,0.0
5adtststerone_r,0.0,0.0,0.0,0.0,0.0
udpglcur_r,0.0,0.0,0.0,0.0,0.0
estroneglc_r,0.0,0.0,0.0,0.0,0.0
bilirub_r,0.0,0.0,0.0,0.0,0.0
bildglcur_r,0.0,0.0,0.0,0.0,0.0
tststeroneglc_r,0.0,0.0,0.0,0.0,0.0
gluside_cho_g,0.0,0.0,0.0,0.0,0.0
gmp_g,0.0,0.0,0.0,0.0,0.0
gmp_c,0.0,0.0,0.0,0.0,0.0
ump_g,0.0,0.0,0.0,0.0,0.0
hxan_c,0.0,0.0,0.0,0.0,0.0
idour_c,0.0,0.0,0.0,0.0,0.0
idour_l,0.0,0.0,0.0,0.0,0.0
Rtotal2coa_c,0.0,0.0,0.0,0.0,0.0
alpa_cho_c,0.0,0.0,0.0,0.0,0.0
Rtotal3coa_c,0.0,0.0,0.0,0.0,0.0
tag_cho_c,0.010836772,0.0,0.0,0.0,0.0
dhap_x,0.0,0.0,0.0,0.0,0.0
glyc3p_c,0.0,0.0,0.0,0.0,0.0
glyc3p_m,0.0,0.0,0.0,0.0,0.0
Rtotalcoa_m,0.0,0.0,0.0,0.0,0.0
Rtotal3_c,0.0,0.0,0.0,0.0,0.0
mag_cho_c,0.0,0.0,0.0,0.0,0.0
Rtotal2_c,0.0,0.0,0.0,0.0,0.0
Rtotal2_e,0.0,0.0,-1000.0,1000.0,0.0
tag_cho_e,0.0,0.0,-1000.0,1000.0,0.0
dag_cho_e,0.0,0.0,-1000.0,1000.0,0.0
Rtotal3_e,0.0,0.0,-1000.0,1000.0,0.0
retinal_c,0.0,0.0,0.0,0.0,0.0
retn_c,0.0,0.0,0.0,0.0,0.0
retinal_cis_9_c,0.0,0.0,0.0,0.0,0.0
retinol_9_cis_c,0.0,0.0,0.0,0.0,0.0
13_cis_retn_c,0.0,0.0,0.0,0.0,0.0
retinol_c,0.0,0.0,0.0,0.0,0.0
retinol_cis_11_c,0.0,0.0,0.0,0.0,0.0
retinal_11_cis_c,0.0,0.0,0.0,0.0,0.0
retinal_cis_13_c,0.0,0.0,0.0,0.0,0.0
retinal_cis_13_r,0.0,0.0,0.0,0.0,0.0
retinal_cis_9_r,0.0,0.0,0.0,0.0,0.0
retinal_r,0.0,0.0,0.0,0.0,0.0
CE1617_r,0.0,0.0,0.0,0.0,0.0
13_cis_retn_r,0.0,0.0,0.0,0.0,0.0
retn_r,0.0,0.0,0.0,0.0,0.0
9_cis_retfa_c,0.0,0.0,0.0,0.0,0.0
9_cis_retfa_e,0.0,0.0,-1000.0,1000.0,0.0
11_cis_retfa_c,0.0,0.0,0.0,0.0,0.0
11_cis_retfa_e,0.0,0.0,-1000.0,1000.0,0.0
13_cis_retnglc_r,0.0,0.0,0.0,0.0,0.0
h2o2_m,0.0,0.0,0.0,0.0,0.0
amet_c,0.0,0.0,0.0,0.0,0.0
ametam_c,0.0,0.0,0.0,0.0,0.0
dhmtp_c,0.0,0.0,0.0,0.0,0.0
nh4_x,0.0,0.0,0.0,0.0,0.0
4h2oglt_m,0.0,0.0,0.0,0.0,0.0
glx_m,0.0,0.0,0.0,0.0,0.0
pyr_m,0.0,0.0,0.0,0.0,0.0
glu5sa_c,0.0,0.0,0.0,0.0,0.0
glu5sa_m,0.0,0.0,0.0,0.0,0.0
1pyr5c_m,0.0,0.0,0.0,0.0,0.0
4hpro_LT_m,0.0,0.0,0.0,0.0,0.0
1p3h5c_m,0.0,0.0,0.0,0.0,0.0
5mdru1p_c,0.0,0.0,0.0,0.0,0.0
5mta_c,0.0,0.0,0.0,0.0,0.0
5mdr1p_c,0.0,0.0,0.0,0.0,0.0
4hglusa_m,0.0,0.0,0.0,0.0,0.0
pro_L_m,0.0,0.0,0.0,0.0,0.0
ptrc_c,0.0,0.0,0.0,0.0,0.0
4abutn_c,0.0,0.0,0.0,0.0,0.0
spmd_c,0.0,0.0,0.0,0.0,0.0
sprm_c,0.0,0.0,0.0,0.0,0.0
f1p_c,0.0,0.0,0.0,0.0,0.0
f26bp_c,0.0,0.0,0.0,0.0,0.0
f6p_c,0.0,0.0,0.0,0.0,0.0
man6p_c,0.0,0.0,0.0,0.0,0.0
sbt_D_c,0.0,0.0,0.0,0.0,0.0
5oxpro_c,0.0,0.0,0.0,0.0,0.0
gthrd_e,0.0,0.0,-1000.0,0.05,0.0
h2o2_e,0.0,0.0,-1000.0,1000.0,0.0
gthox_m,0.0,0.0,0.0,0.0,0.0
thf_m,0.0,0.0,0.0,0.0,0.0
nh4_m,0.0,0.0,0.0,0.0,0.0
mlthf_m,0.0,0.0,0.0,0.0,0.0
2aobut_m,0.0,0.0,0.0,0.0,0.0
acald_c,0.0,0.0,0.0,0.0,0.0
urcan_c,0.0,0.0,0.0,0.0,0.0
4izp_c,0.0,0.0,0.0,0.0,0.0
forglu_c,0.0,0.0,0.0,0.0,0.0
3mldz_c,0.0,0.0,0.0,0.0,0.0
3mlda_c,0.0,0.0,0.0,0.0,0.0
ahcys_c,0.0,0.0,0.0,0.0,0.0
2oxoadp_m,0.0,0.0,0.0,0.0,0.0
glutcoa_m,0.0,0.0,0.0,0.0,0.0
thp2c_c,0.0,0.0,0.0,0.0,0.0
L2aadp6sa_c,0.0,0.0,0.0,0.0,0.0
L2aadp_c,0.0,0.0,0.0,0.0,0.0
L2aadp6sa_m,0.0,0.0,0.0,0.0,0.0
L2aadp_m,0.0,0.0,0.0,0.0,0.0
2oxoadp_c,0.0,0.0,0.0,0.0,0.0
peplys_n,0.0,0.0,0.0,0.0,0.0
hcys_L_c,0.0,0.0,0.0,0.0,0.0
mercplac_c,0.0,0.0,0.0,0.0,0.0
mercppyr_c,0.0,0.0,0.0,0.0,0.0
cyan_c,0.0,0.0,0.0,0.0,0.0
tcynt_c,0.0,0.0,0.0,0.0,0.0
HC00250_c,0.0,0.0,0.0,0.0,0.0
34dhmald_c,0.0,0.0,0.0,0.0,0.0
34dhoxpeg_c,0.0,0.0,0.0,0.0,0.0
2c23dh56dhoxin_c,0.0,0.0,0.0,0.0,0.0
L_dpchrm_c,0.0,0.0,0.0,0.0,0.0
fald_c,0.0,0.0,0.0,0.0,0.0
Sfglutth_c,0.0,0.0,0.0,0.0,0.0
fum_c,0.0,0.0,0.0,0.0,0.0
2amac_c,0.0,0.0,0.0,0.0,0.0
mma_c,0.0,0.0,0.0,0.0,0.0
nrpphrsf_c,0.0,0.0,0.0,0.0,0.0
CE2866_c,0.0,0.0,0.0,0.0,0.0
CE2870_c,0.0,0.0,0.0,0.0,0.0
h2o2_l,0.0,0.0,0.0,0.0,0.0
34hpp_c,0.0,0.0,0.0,0.0,0.0
tyr_L_m,0.0,0.0,0.0,0.0,0.0
34hpp_m,0.0,0.0,0.0,0.0,0.0
2mop_m,0.0,0.0,0.0,0.0,0.0
3hibutcoa_m,0.0,0.0,0.0,0.0,0.0
3hmp_m,0.0,0.0,0.0,0.0,0.0
2maacoa_m,0.0,0.0,0.0,0.0,0.0
2mbcoa_m,0.0,0.0,0.0,0.0,0.0
2mb2coa_m,0.0,0.0,0.0,0.0,0.0
ivcoa_m,0.0,0.0,0.0,0.0,0.0
3mb2coa_m,0.0,0.0,0.0,0.0,0.0
ibcoa_m,0.0,0.0,0.0,0.0,0.0
2mp2coa_m,0.0,0.0,0.0,0.0,0.0
3hmbcoa_m,0.0,0.0,0.0,0.0,0.0
3mop_c,0.0,0.0,0.0,0.0,0.0
3mop_m,0.0,0.0,0.0,0.0,0.0
4mop_m,0.0,0.0,0.0,0.0,0.0
mmcoa_S_m,0.0,0.0,0.0,0.0,0.0
co2_x,0.0,0.0,0.0,0.0,0.0
succoa_m,0.0,0.0,0.0,0.0,0.0
aacoa_m,0.0,0.0,0.0,0.0,0.0
succ_m,0.0,0.0,0.0,0.0,0.0
3mob_m,0.0,0.0,0.0,0.0,0.0
pi_m,0.0,0.0,0.0,0.0,0.0
HC00900_m,0.0,0.0,0.0,0.0,0.0
ala_L_m,0.0,0.0,0.0,0.0,0.0
asp_L_m,0.0,0.0,0.0,0.0,0.0
oaa_c,0.0,0.0,0.0,0.0,0.0
HC00591_c,0.0,0.0,0.0,0.0,0.0
acgal_c,0.0,0.0,0.0,0.0,0.0
acgal1p_c,0.0,0.0,0.0,0.0,0.0
acnamp_c,0.0,0.0,0.0,0.0,0.0
acnam_c,0.0,0.0,0.0,0.0,0.0
acmana_c,0.0,0.0,0.0,0.0,0.0
cmpacna_c,0.0,0.0,0.0,0.0,0.0
acgam_c,0.0,0.0,0.0,0.0,0.0
HC00822_l,0.0,0.0,0.0,0.0,0.0
udpacgal_c,0.0,0.0,0.0,0.0,0.0
acglcgalgluside_cho_g,0.0,0.0,0.0,0.0,0.0
galacglcgalgluside_cho_g,0.0,0.0,0.0,0.0,0.0
gal14acglcgalgluside_cho_g,0.0,0.0,0.0,0.0,0.0
acglcgal14acglcgalgluside_cho_g,0.0,0.0,0.0,0.0,0.0
galacglcgal14acglcgalgluside_cho_g,0.0,0.0,0.0,0.0,0.0
acglc13galacglcgal14acglcgalgluside_cho_g,0.0,0.0,0.0,0.0,0.0
galgluside_cho_g,0.0,0.0,0.0,0.0,0.0
acngalacglcgal14acglcgalgluside_cho_g,0.0,0.0,0.0,0.0,0.0
4ppan_c,0.0,0.0,0.0,0.0,0.0
leuktrE4_c,0.0,0.0,0.0,0.0,0.0
leuktrF4_c,0.0,0.0,0.0,0.0,0.0
leuktrB4woh_r,0.0,0.0,0.0,0.0,0.0
prostgh2_c,0.0,0.0,0.0,0.0,0.0
prostgd2_r,0.0,0.0,0.0,0.0,0.0
trdox_c,0.0,0.0,0.0,0.0,0.0
trdrd_c,0.0,0.0,0.0,0.0,0.0
pi_g,0.0,0.0,0.0,0.0,0.0
CE2053_r,0.0,0.0,0.0,0.0,0.0
leuktrB4wcooh_r,0.0,0.0,0.0,0.0,0.0
atp_x,0.0,0.0,0.0,0.0,0.0
amp_x,0.0,0.0,0.0,0.0,0.0
ppi_x,0.0,0.0,0.0,0.0,0.0
C05957_r,0.0,0.0,0.0,0.0,0.0
CE4876_r,0.0,0.0,0.0,0.0,0.0
methf_c,0.0,0.0,0.0,0.0,0.0
10fthf_c,0.0,0.0,0.0,0.0,0.0
thf_c,0.0,0.0,0.0,0.0,0.0
10fthf5glu_e,0.0,0.0,-1000.0,1000.0,0.0
10fthf5glu_l,0.0,0.0,0.0,0.0,0.0
glu_L_l,0.0,0.0,0.0,0.0,0.0
10fthf_l,0.0,0.0,0.0,0.0,0.0
10fthf6glu_e,0.0,0.0,-1000.0,1000.0,0.0
10fthf6glu_l,0.0,0.0,0.0,0.0,0.0
10fthf7glu_l,0.0,0.0,0.0,0.0,0.0
5dhf_e,0.0,0.0,-1000.0,1000.0,0.0
5dhf_l,0.0,0.0,0.0,0.0,0.0
dhf_l,0.0,0.0,0.0,0.0,0.0
5thf_e,0.0,0.0,-1000.0,1000.0,0.0
thf_e,0.0,0.0,-1000.0,1000.0,0.0
5thf_l,0.0,0.0,0.0,0.0,0.0
thf_l,0.0,0.0,0.0,0.0,0.0
6dhf_e,0.0,0.0,-1000.0,1000.0,0.0
6dhf_l,0.0,0.0,0.0,0.0,0.0
6thf_e,0.0,0.0,-1000.0,1000.0,0.0
6thf_l,0.0,0.0,0.0,0.0,0.0
7dhf_l,0.0,0.0,0.0,0.0,0.0
7thf_l,0.0,0.0,0.0,0.0,0.0
methf_m,0.0,0.0,0.0,0.0,0.0
10fthf_m,0.0,0.0,0.0,0.0,0.0
mlthf_c,0.0,0.0,0.0,0.0,0.0
5mthf_c,0.0,0.0,0.0,0.0,0.0
cdpdag_cho_c,0.0,0.0,0.0,0.0,0.0
cdpea_c,0.0,0.0,0.0,0.0,0.0
cmp_c,0.0,0.0,0.0,0.0,0.0
dag_cho_n,0.0,0.0,0.0,0.0,0.0
pa_cho_n,0.0,0.0,0.0,0.0,0.0
etha_c,0.0,0.0,0.0,0.0,0.0
ethamp_c,0.0,0.0,0.0,0.0,0.0
glyc_m,0.0,0.0,0.0,0.0,0.0
g3pc_c,0.0,0.0,0.0,0.0,0.0
lpchol_cho_c,0.0,0.0,0.0,0.0,0.0
paf_cho_c,0.0,0.0,0.0,0.0,0.0
ak2lgchol_cho_c,0.0,0.0,0.0,0.0,0.0
paf_cho_e,0.0,0.0,-1000.0,1000.0,0.0
ak2lgchol_cho_e,0.0,0.0,-1000.0,1000.0,0.0
pchol_cho_g,0.0,0.0,0.0,0.0,0.0
chol_g,0.0,0.0,0.0,0.0,0.0
pchol_cho_m,0.0,0.0,0.0,0.0,0.0
chol_m,0.0,0.0,0.0,0.0,0.0
pa_cho_m,0.0,0.0,0.0,0.0,0.0
pchol_cho_r,0.0,0.0,0.0,0.0,0.0
chol_r,0.0,0.0,0.0,0.0,0.0
pe_cho_m,0.0,0.0,0.0,0.0,0.0
amet_m,0.0,0.0,0.0,0.0,0.0
ahcys_m,0.0,0.0,0.0,0.0,0.0
pail4p_cho_c,0.0,0.0,0.0,0.0,0.0
pail45p_cho_c,0.0,0.0,0.0,0.0,0.0
pchol_cho_e,0.0,0.0,-1000.0,1000.0,0.0
lpchol_cho_e,0.0,0.0,-1000.0,1000.0,0.0
amet_r,0.0,0.0,0.0,0.0,0.0
ahcys_r,0.0,0.0,0.0,0.0,0.0
cmp_n,0.0,0.0,0.0,0.0,0.0
biliverd_c,0.0,0.0,0.0,0.0,0.0
hs_deg9_l,0.0,0.0,0.0,0.0,0.0
glcur_l,0.0,0.0,0.0,0.0,0.0
hs_deg10_l,0.0,0.0,0.0,0.0,0.0
hs_deg3_l,0.0,0.0,0.0,0.0,0.0
hs_deg4_l,0.0,0.0,0.0,0.0,0.0
hs_deg8_l,0.0,0.0,0.0,0.0,0.0
hs_deg14_l,0.0,0.0,0.0,0.0,0.0
hs_deg20_l,0.0,0.0,0.0,0.0,0.0
hs_deg24_l,0.0,0.0,0.0,0.0,0.0
hs_deg25_l,0.0,0.0,0.0,0.0,0.0
hs_deg1_l,0.0,0.0,0.0,0.0,0.0
hs_deg2_l,0.0,0.0,0.0,0.0,0.0
so4_l,0.0,0.0,0.0,0.0,0.0
hs_deg6_l,0.0,0.0,0.0,0.0,0.0
hs_deg7_l,0.0,0.0,0.0,0.0,0.0
hs_deg12_l,0.0,0.0,0.0,0.0,0.0
hs_deg13_l,0.0,0.0,0.0,0.0,0.0
hs_deg18_l,0.0,0.0,0.0,0.0,0.0
hs_deg19_l,0.0,0.0,0.0,0.0,0.0
hs_deg5_l,0.0,0.0,0.0,0.0,0.0
hs_l,0.0,0.0,0.0,0.0,0.0
hs_deg11_l,0.0,0.0,0.0,0.0,0.0
udpglcur_c,0.0,0.0,0.0,0.0,0.0
ha_deg1_l,0.0,0.0,0.0,0.0,0.0
ha_pre1_l,0.0,0.0,0.0,0.0,0.0
glcur_c,0.0,0.0,0.0,0.0,0.0
minohp_c,0.0,0.0,0.0,0.0,0.0
mi13456p_c,0.0,0.0,0.0,0.0,0.0
mi1345p_c,0.0,0.0,0.0,0.0,0.0
mi134p_c,0.0,0.0,0.0,0.0,0.0
mi13p_c,0.0,0.0,0.0,0.0,0.0
mi145p_c,0.0,0.0,0.0,0.0,0.0
mi14p_c,0.0,0.0,0.0,0.0,0.0
mi1p_D_c,0.0,0.0,0.0,0.0,0.0
